Scope,LegoSet,GizmoType,GizmoName,References,Can Be Instanced?,In Complex Gizmo?
Level,VFX_Electrics,GizObstacle,Loop_Bridge,0,Yes,-
Level,VFX_Electrics,GizObstacle,energy_Core,0,Yes,-
Level,VFX_Electrics,GizObstacle,Bridge_Off,0,Yes,-
Level,VFX_Electrics,GizObstacle,electricwire02,0,Yes,-
Level,VFX_Electrics,GizObstacle,electricwire01,0,Yes,-
Level,VFX_Electrics,GizObstacle,Prison_Cable_03,0,Yes,-
Level,VFX_Electrics,GizObstacle,Prison_Cable_02,0,Yes,-
Level,VFX_Electrics,GizObstacle,Prison_Cable_01,0,Yes,-
Level,VFX_Electrics,GizObstacle,Elec_DoorFrame,0,Yes,-
Level,VFX_Electrics,GizObstacle,Elec_Stairs_Cable01,0,Yes,-
Level,VFX_Electrics,GizObstacle,Elec_Stairs_Arc01,0,Yes,-
Level,VFX_Electrics,GizObstacle,Elec_Stairs_crawl,0,Yes,-
Level,VFX_Electrics,GizObstacle,Mansion_ElecArc01,0,Yes,-
Level,VFX_Electrics,GizObstacle,Mansion_ElecStairs,0,Yes,-
Level,VFX_Electrics,GizObstacle,CableElectric01,0,Yes,-
Level,VFX_Electrics,GizObstacle,BeamDown_Target,0,Yes,-
Level,VFX_Electrics,GizObstacle,crate_sat_beamvfx,0,Yes,-
Level,VFX_Electrics,GizObstacle,crate_sat_radarpulseVFX,0,Yes,-
Level,VFX_Electrics,GizObstacle,ATM_Sml_Coil,0,Yes,-
Level,VFX_Electrics,GizObstacle,ATM_Lrg_Coil,0,Yes,-
Level,VFX_Electrics,GizObstacle,bs02_elecwater_vfx,0,Yes,-
Level,VFX_Electrics,GizObstacle,VFX_Electrics_Flare01,0,Yes,-
Level,VFX_Electrics,GizObstacle,VFX_Electrics_Tesla01,0,Yes,-
Level,VFX_Electrics,GizObstacle,VFX_Electrics_Coil02,0,Yes,-
Level,VFX_Electrics,GizObstacle,VFX_Electrics_Coil01,0,Yes,-
Level,VFX_Electrics,GizObstacle,iBeamDown_Target,0,-,-
SET INSTANCABLE USAGE:,'VFX_Electrics',0/27 gizmos,(0.0 percent)
SET TOTAL USAGE:,'VFX_Electrics',0/28 gizmos,(0.0 percent)

Level,VFX_Gen,ComplexGizmo,Astro_hoop,0,Yes,-
Level,VFX_Gen,GizObstacle,scr_boost,0,Yes,-
Level,VFX_Gen,GizObstacle,banksewer_pipeloop,0,Yes,-
Level,VFX_Gen,GizObstacle,Splashes,0,Yes,-
Level,VFX_Gen,GizObstacle,banksewer_pipeburst,0,Yes,-
Level,VFX_Gen,GizObstacle,flashbang,0,Yes,-
Level,VFX_Gen,GizObstacle,LaserCannon,0,Yes,-
Level,VFX_Gen,GizObstacle,Flare_Green,0,Yes,-
Level,VFX_Gen,GizObstacle,AirJet,0,Yes,-
Level,VFX_Gen,GizObstacle,SCR_VFX,0,Yes,-
Level,VFX_Gen,GizObstacle,BankSewer_Vent,0,Yes,-
Level,VFX_Gen,GizObstacle,BankSewer_Steam,0,Yes,-
Level,VFX_Gen,GizObstacle,SteamGrate01,0,Yes,-
Level,VFX_Gen,GizObstacle,Astro_Hoop_Open,0,-,Astro_hoop
Level,VFX_Gen,GizObstacle,Astro_hoop_Close,0,-,Astro_hoop
SET INSTANCABLE USAGE:,'VFX_Gen',0/13 gizmos,(0.0 percent)
SET TOTAL USAGE:,'VFX_Gen',0/15 gizmos,(0.0 percent)

Level,Builder_Icecream_Parlour,PushBlocks2,HugeIceCream_PushBlock,0,Yes,-
Level,Builder_Icecream_Parlour,GizSwitch,CashTillSwitch,0,Yes (via complex-gizmo),CashTillComplexGiz
Level,Builder_Icecream_Parlour,GizSwitch,Cashtill_Switch,0,Yes,-
Level,Builder_Icecream_Parlour,ComplexGizmo,CashTillComplexGiz,0,Yes,-
Level,Builder_Icecream_Parlour,ComplexGizmo,Silver_Mirror_CMPLX,0,Yes,-
Level,Builder_Icecream_Parlour,GizSpellIt,IceCream_Right_BI,0,Yes,-
Level,Builder_Icecream_Parlour,GizSpellIt,IceCream_Left_BI,0,Yes,-
Level,Builder_Icecream_Parlour,GizSpellIt,CashTillSpellit,0,Yes (via complex-gizmo),CashTillComplexGiz
Level,Builder_Icecream_Parlour,GizSpellIt,Ladder_Buildit,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Bookshelf_Alt,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Bookshelf,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,IceMachine,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,HugeIceCream,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Retracting_Stairs,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Silver_Mirror,0,Yes (via complex-gizmo),Silver_Mirror_CMPLX
Level,Builder_Icecream_Parlour,GizObstacle,Cashtill_Trigger,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Small_Hatch_Door_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Bookshelf_01_OB,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,GreenBarrel,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,RedBarrel,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,VatTop,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Vat,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Piano_Seat_01,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Table_04,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Speaker_01,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Strawberry,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Table_Candle_01_Table_Can_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Vanilla,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Chocolate,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Parlour_Statue_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Light_Wall_04_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Chesterfield_Couch_VP_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Throne_Chair_VP_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Chair_11_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Bench_11_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Ice_Bucket_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Chair_10_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Cashtill_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Bottles_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Boss_Chair_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Bar_Stool_01_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Bench_10_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Picture_06_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Picture_05_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Picture_04_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Picture_03_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Cocktail_Shaker_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Vents_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Table_05_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,Boothes_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GIZSIMPLEPROPOBJECT,New_Bookshelf_Ob,0,Yes,-
Level,Builder_Icecream_Parlour,GizObstacle,Bookshelf_01,0,-,-
Level,Builder_Icecream_Parlour,Painting,painting,0,-,Silver_Mirror_CMPLX
SET INSTANCABLE USAGE:,'Builder_Icecream_Parlour',0/51 gizmos,(0.0 percent)
SET TOTAL USAGE:,'Builder_Icecream_Parlour',0/53 gizmos,(0.0 percent)

Level,Builder_EnergyGun,PushBlocks2,Pushblock_Bank,1,Yes (via complex-gizmo),ENERGY_ISGOLD_PUSHWEDGE_CMPLX
Level,Builder_EnergyGun,PushBlocks2,DockPushBlock,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,SewerGrapple_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_HWALLRUN_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_VWALLRUN_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_WALLKICK_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_SWITCH_GREEN_CMPLX,1,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_SWITCH_RED_CMPLX,1,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_PUSHWEDGE_UNMOVE_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,Grapple_Pull_Gold_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENRGY_VWALL_LDGE_BLD_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_VWALLRUN_LEDGE_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_ISGOLD_PUSHWEDGE_CMPLX,1,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_PUSHWEDGE_GOLD_CMPLX,0,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_PUSHBLOCK_GOLD_CMPLX,1,Yes,-
Level,Builder_EnergyGun,ComplexGizmo,ENERGY_WCLIMB_CMPLX,0,Yes,-
Level,Builder_EnergyGun,GizSpellIt,ENERGY_WALLKICK_OFF_BLDIT,0,Yes,-
Level,Builder_EnergyGun,GizSpellIt,PUSHBLOCK_BUILDIT,0,Yes,-
Level,Builder_EnergyGun,GizObstacle,EnergySwitchBase,0,Yes,-
Level,Builder_EnergyGun,GizObstacle,SewerGrapple_Attach,0,Yes (via complex-gizmo),SewerGrapple_CMPLX
Level,Builder_EnergyGun,GizObstacle,SewerGrapple,0,Yes (via complex-gizmo),SewerGrapple_CMPLX
Level,Builder_EnergyGun,GizObstacle,Dummy_Box,0,Yes,-
Level,Builder_EnergyGun,GizObstacle,Grapple_Point,0,Yes (via complex-gizmo),Grapple_Pull_Gold_CMPLX
Level,Builder_EnergyGun,GizObstacle,Grapple_Pull_Gold,0,Yes (via complex-gizmo),Grapple_Pull_Gold_CMPLX
Level,Builder_EnergyGun,GizObstacle,Grapple_Pull_Brown,0,Yes,-
Level,Builder_EnergyGun,GizObstacle,ENERGY_VWALLRUN_ON_OB,0,Yes (via complex-gizmo),ENERGY_VWALLRUN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_VWALLRUN_OFF_OB,0,Yes (via complex-gizmo),ENERGY_VWALLRUN_CMPLX
Level,Builder_EnergyGun,GIZSIMPLEPROPOBJECT,RUBBER_DUCKY_BLUE_SP,0,Yes,-
Level,Builder_EnergyGun,GIZSIMPLEPROPOBJECT,RUBBER_DUCKY_PINK_SP,0,Yes,-
Level,Builder_EnergyGun,GIZSIMPLEPROPOBJECT,RUBBERDUCKY_WHITE_SP,0,Yes,-
Level,Builder_EnergyGun,GIZSIMPLEPROPOBJECT,iRUBBER_DUCKY_PINK_SP,0,-,-
Level,Builder_EnergyGun,GIZSIMPLEPROPOBJECT,iRUBBER_DUCKY_BLUE_SP,0,-,-
Level,Builder_EnergyGun,GIZSIMPLEPROPOBJECT,iRUBBERDUCKY_WHITE_SP,0,-,-
Level,Builder_EnergyGun,GizObstacle,ENERGY_VWALLRUN_NULL,0,-,ENERGY_VWALLRUN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_HWALLRUN_OFF_OB,0,-,ENERGY_HWALLRUN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_HWALLRUN_ON_OB,0,-,ENERGY_HWALLRUN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_HWALLRUN_NULL,0,-,ENERGY_HWALLRUN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_WCLIMB_OFF_OB,0,-,ENERGY_WCLIMB_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_WCLIMB_ON_OB,0,-,ENERGY_WCLIMB_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_WCLIMB_NULL,0,-,-
Level,Builder_EnergyGun,GizObstacle,ENERGY_VWALLRUN_LEDGE_OFF_OB,0,-,ENERGY_VWALLRUN_LEDGE_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_VWALLRUN_LEDGE_ON_OB,0,-,ENERGY_VWALLRUN_LEDGE_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_VWALLRUN_LEDGE_NULL,0,-,ENERGY_VWALLRUN_LEDGE_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_WALLKICK_OFF_OB,0,-,ENERGY_WALLKICK_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_WALLKICK_ON_OB,0,-,ENERGY_WALLKICK_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_WALLKICK_NULL,0,-,ENERGY_WALLKICK_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENRGY_VWALL_LDGE_BLD_ON,0,-,ENRGY_VWALL_LDGE_BLD_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENRGY_VWALL_LDGE_BLD_OFF,0,-,ENRGY_VWALL_LDGE_BLD_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_SWITCH_RED_OB,0,-,-
Level,Builder_EnergyGun,GizObstacle,ENERGY_SWITCH_GREEN_OB,0,-,-
Level,Builder_EnergyGun,GizObstacle,ENERGY_SWITCH_GREEN_NULL,1,-,ENERGY_SWITCH_GREEN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_SWITCH_RED_NULL,1,-,ENERGY_SWITCH_RED_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGY_HWALL_SWAPOUT_OB,0,-,ENERGY_HWALLRUN_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGYSWITCH_REDGLOW_OB,1,-,ENERGY_SWITCH_RED_CMPLX
Level,Builder_EnergyGun,GizObstacle,ENERGYSWITCH_GREENGLOW_OB,1,-,ENERGY_SWITCH_GREEN_CMPLX
Level,Builder_EnergyGun,GizObstacle,iGrapple_Point,0,-,-
Level,Builder_EnergyGun,Blowup,ENERGY_VWALLRUN_BL,0,-,ENERGY_VWALLRUN_CMPLX
Level,Builder_EnergyGun,Blowup,ENERGY_HWALLRUN_BL,0,-,ENERGY_HWALLRUN_CMPLX
Level,Builder_EnergyGun,Blowup,ENERGY_WCLIMB_BL,0,-,ENERGY_WCLIMB_CMPLX
Level,Builder_EnergyGun,Blowup,ENERGY_VWALLRUN_LEDGE_BL,0,-,ENERGY_VWALLRUN_LEDGE_CMPLX
Level,Builder_EnergyGun,Blowup,ENERGY_WALLKICK_BL,0,-,ENERGY_WALLKICK_CMPLX
Level,Builder_EnergyGun,Blowup,ENRGY_VWALL_LDGE_BLD_BL,0,-,ENRGY_VWALL_LDGE_BLD_CMPLX
Level,Builder_EnergyGun,Blowup,ENERGY_SWITCH_RED_BL,1,-,ENERGY_SWITCH_RED_CMPLX
Level,Builder_EnergyGun,Blowup,Target_Gold,0,-,-
Level,Builder_EnergyGun,Blowup,ENERGY_SWITCH_GREEN_BL,1,-,ENERGY_SWITCH_GREEN_CMPLX
Level,Builder_EnergyGun,GizSpellIt,ENRGY_VWALL_LDGE_BLDIT,0,-,ENRGY_VWALL_LDGE_BLD_CMPLX
Level,Builder_EnergyGun,Ledge,ENERGY_VWALLRUN_EDGE,0,-,ENERGY_VWALLRUN_CMPLX
Level,Builder_EnergyGun,PushBlocks2,ENERGY_PUSHBLOCK_PB,1,-,ENERGY_PUSHBLOCK_GOLD_CMPLX
Level,Builder_EnergyGun,PushBlocks2,ENERGY_PUSHWEDGE_GOLD_PB,0,-,ENERGY_PUSHWEDGE_GOLD_CMPLX
Level,Builder_EnergyGun,PushBlocks2,ENERGY_ISGOLD_PUSHWEDGE_PB,0,-,-
Level,Builder_EnergyGun,PushBlocks2,ENERGY_PUSHWEDGE_UNMOVE_PB,0,-,-
SET INSTANCABLE USAGE:,'Builder_EnergyGun',5/30 gizmos,(16.7 percent)
SET TOTAL USAGE:,'Builder_EnergyGun',12/71 gizmos,(16.9 percent)

Level,Builder_Sewer,PushBlocks2,SLAB_Pushblock,0,Yes,-
Level,Builder_Sewer,ComplexGizmo,Pallet_CMPLX,0,Yes,-
Level,Builder_Sewer,ComplexGizmo,SUPERCARRY_SEWER_CMPLX,0,Yes,-
Level,Builder_Sewer,GizSpellIt,Wallrun_BI,0,Yes,-
Level,Builder_Sewer,GizSpellIt,Ladder_Buildit,0,Yes,-
Level,Builder_Sewer,GizObstacle,Sewer_Base_Dummy,0,Yes,-
Level,Builder_Sewer,GizObstacle,AAAAAA,0,Yes,-
Level,Builder_Sewer,GizObstacle,Water_Door_Open,0,Yes,-
Level,Builder_Sewer,GizObstacle,Iron_Bars,0,Yes,-
Level,Builder_Sewer,GizObstacle,Sewer_Lift_Mobile,0,Yes,-
Level,Builder_Sewer,GizObstacle,Sewer_Gantry,0,Yes,-
Level,Builder_Sewer,GizObstacle,Water_Door_Open2Closed,0,Yes,-
Level,Builder_Sewer,GizObstacle,Water_Door_Shut,0,Yes,-
Level,Builder_Sewer,GizObstacle,Wallrun_Bottom,0,Yes,-
Level,Builder_Sewer,GizObstacle,Energy _Circuit,0,Yes,-
Level,Builder_Sewer,GizObstacle,Energy_Base,2,Yes,-
Level,Builder_Sewer,GizObstacle,Silver_Canister_OB,0,Yes,-
Level,Builder_Sewer,GizObstacle,Sewer_Fan_Fast,0,Yes,-
Level,Builder_Sewer,GizObstacle,Sewer_Fan_Slow,0,Yes,-
Level,Builder_Sewer,GizObstacle,Water_Door_Anim,0,Yes,-
Level,Builder_Sewer,GizObstacle,Sewer_Fan,0,Yes,-
Level,Builder_Sewer,GizObstacle,6X1_Debirs,0,Yes,-
Level,Builder_Sewer,GizObstacle,2X1_Debirs,0,Yes,-
Level,Builder_Sewer,GizObstacle,1X1_Debirs,0,Yes,-
Level,Builder_Sewer,GizObstacle,Dummy_Ladder,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,Green_Barrel,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,Red_Barrel,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,Blue_Barrel,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,Railing_02_OB,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,Lego_Floor_Light_01_OB,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,Lego_Wall_Light_04_OB,0,Yes,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,SimpleProp,0,-,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,iRailing_02_OB,0,-,-
Level,Builder_Sewer,GIZSIMPLEPROPOBJECT,iLego_Wall_Light_04_OB,0,-,-
Level,Builder_Sewer,GizObstacle,SUPERCARRY_SEWER_BASE_OB,0,-,SUPERCARRY_SEWER_CMPLX
Level,Builder_Sewer,GizObstacle,SUPERCARRY_SEWER_BOX_OB,0,-,SUPERCARRY_SEWER_CMPLX
Level,Builder_Sewer,GizObstacle,obstacle1,0,-,-
Level,Builder_Sewer,GizObstacle,Pallet_Idle,0,-,Pallet_CMPLX
Level,Builder_Sewer,GizObstacle,Pallet_Struggle,0,-,Pallet_CMPLX
Level,Builder_Sewer,GizObstacle,Pallet_Flipping,0,-,Pallet_CMPLX
Level,Builder_Sewer,GizObstacle,Pallet_FlippedIdle,0,-,Pallet_CMPLX
Level,Builder_Sewer,GizObstacle,Pallet_Struggle_nubin,0,-,Pallet_CMPLX
Level,Builder_Sewer,GizObstacle,Grapple_Point,0,-,Pallet_CMPLX
Level,Builder_Sewer,Blowup,SUPERCARRY_SEWER_BL,0,-,SUPERCARRY_SEWER_CMPLX
Level,Builder_Sewer,GizSpellIt,iLadder_Buildit,0,-,-
Level,Builder_Sewer,Plug,SUPERCARRY_SEWER_PLG,0,-,SUPERCARRY_SEWER_CMPLX
SET INSTANCABLE USAGE:,'Builder_Sewer',1/31 gizmos,(3.2 percent)
SET TOTAL USAGE:,'Builder_Sewer',1/46 gizmos,(2.2 percent)

Level,Builder_Bank,ComplexGizmo,Grapple_Bars_CMPLX,0,Yes,-
Level,Builder_Bank,ComplexGizmo,SHUTTER_COVER_CMPLX,0,Yes,-
Level,Builder_Bank,ComplexGizmo,PC_BANK_CMPLX,0,Yes,-
Level,Builder_Bank,ComplexGizmo,SUPERCARRY_VAULT_RGT_CMPLX,0,Yes,-
Level,Builder_Bank,ComplexGizmo,SUPERCARRY_VAULT_LFT_CMPLX,0,Yes,-
Level,Builder_Bank,ComplexGizmo,SUPERCARRY_VAULT_MID_CMPLX,0,Yes,-
Level,Builder_Bank,ComplexGizmo,CCTV_CMPLX,1,Yes,-
Level,Builder_Bank,GizObstacle,Grapple_Point,0,Yes,-
Level,Builder_Bank,GizObstacle,Gold_Chandelier,0,Yes,-
Level,Builder_Bank,GizObstacle,Right_Gear,0,Yes,-
Level,Builder_Bank,GizObstacle,Left_Gear,0,Yes,-
Level,Builder_Bank,GizObstacle,Static_Bank_door,0,Yes,-
Level,Builder_Bank,GizObstacle,Anim_Vault_Door,0,Yes,-
Level,Builder_Bank,GizObstacle,Bank_Barrier,0,Yes,-
Level,Builder_Bank,GizObstacle,Laser_Base,0,Yes,-
Level,Builder_Bank,GizObstacle,Silver_Pallet,0,Yes,-
Level,Builder_Bank,GizObstacle,Grapple_Object_ob,0,Yes (via complex-gizmo),Grapple_Bars_CMPLX
Level,Builder_Bank,GizObstacle,Drop_off_box,0,Yes,-
Level,Builder_Bank,GizObstacle,obstacle,0,Yes,-
Level,Builder_Bank,GizObstacle,Bank_door_OB,0,Yes,-
Level,Builder_Bank,GizObstacle,VAULT_ALARM_LIGHT_OB,0,Yes,-
Level,Builder_Bank,GizObstacle,CCTV_ANIM,0,Yes,-
Level,Builder_Bank,GizObstacle,Damaged _silver_Door,0,Yes,-
Level,Builder_Bank,GizObstacle,SHUTTER_COVER_DYNO,0,Yes,-
Level,Builder_Bank,GizObstacle,Silver_Pipe_OB,0,Yes,-
Level,Builder_Bank,GizObstacle,Shutter_01_Close_Ob,0,Yes,-
Level,Builder_Bank,GizObstacle,Shutter_01_Open_OB,0,Yes,-
Level,Builder_Bank,GizObstacle,Diamond_01,0,Yes,-
Level,Builder_Bank,GizObstacle,Vault_Desk,0,Yes,-
Level,Builder_Bank,GizObstacle,Temp_door,0,Yes,-
Level,Builder_Bank,GizObstacle,BnE_SAFECRACK_OPEN_ANIM,0,Yes,-
Level,Builder_Bank,GizObstacle,BnE_SAFECRACK_CLOSE_ANIM,0,Yes,-
Level,Builder_Bank,GizObstacle,BnE_DEPOSITBOX_ANIM,0,Yes,-
Level,Builder_Bank,GizObstacle,SUPERCARRY_VAULT_BOX_RGT_OB,0,Yes (via complex-gizmo),SUPERCARRY_VAULT_RGT_CMPLX
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Pallet_gold_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Light_Wall_05_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Right_minifig_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Left_Minifig_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Pallet_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Pallet_Truck_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,Gold_Small_OB,0,Yes,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,SimpleProp,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iLeft_Minifig_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iRight_minifig_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iLight_Wall_05_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iPallet_gold_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iPallet_Truck_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iPallet_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iGold_Small_OB,0,-,-
Level,Builder_Bank,GIZSIMPLEPROPOBJECT,iGold_Small_OB1,0,-,-
Level,Builder_Bank,GizObstacle,SUPERCARRY_VAULT_BASE_RGT_OB,0,-,SUPERCARRY_VAULT_RGT_CMPLX
Level,Builder_Bank,GizObstacle,SUPERCARRY_VAULT_BASE_LFT_OB,0,-,SUPERCARRY_VAULT_LFT_CMPLX
Level,Builder_Bank,GizObstacle,SUPERCARRY_VAULT_BOX_LFT_OB,0,-,SUPERCARRY_VAULT_LFT_CMPLX
Level,Builder_Bank,GizObstacle,SAFECRACK_LARGE_ANIM,0,-,-
Level,Builder_Bank,GizObstacle,CCTV_DYN_OB,1,-,CCTV_CMPLX
Level,Builder_Bank,GizObstacle,SUPERCARRY_VAULT_BASE_MID_OB,0,-,SUPERCARRY_VAULT_MID_CMPLX
Level,Builder_Bank,GizObstacle,SUPERCARRY_VAULT_BOX_MID_OB,0,-,SUPERCARRY_VAULT_MID_CMPLX
Level,Builder_Bank,GizObstacle,PC_BANK_RED_OB,0,-,PC_BANK_CMPLX
Level,Builder_Bank,GizObstacle,PC_BANK_GREEN_OB,0,-,PC_BANK_CMPLX
Level,Builder_Bank,GizObstacle,GRAPPLE_TOPPLE_ANIM,0,-,Grapple_Bars_CMPLX
Level,Builder_Bank,GizObstacle,iBnE_SAFECRACK_CLOSE_ANIM,0,-,-
Level,Builder_Bank,GizObstacle,iobstacle,0,-,-
Level,Builder_Bank,GizObstacle,iGrapple_Point,0,-,Grapple_Bars_CMPLX
Level,Builder_Bank,Blowup,SUPERCARRY_VAULT_LFT_BL,0,-,SUPERCARRY_VAULT_LFT_CMPLX
Level,Builder_Bank,Blowup,SAFECRACK_LARGE_DUST01_BL,0,-,-
Level,Builder_Bank,Blowup,SAFECRACK_LARGE_DUST02_BL,0,-,-
Level,Builder_Bank,Blowup,SAFECRACK_LARGE_DUST03_BL,0,-,-
Level,Builder_Bank,Blowup,SAFECRACK_LARGE_SPARKS_BL,0,-,-
Level,Builder_Bank,Blowup,SAFECRACK_LARGE_VSOUND_BL,0,-,-
